"survey_year","survey_date","site_code","plot_number","a_dea_alive","a_dea_dead","a_fri_alive","a_fri_dead","a_obl_alive","a_obl_dead","other_alive","other_dead"
2013,2013-05-28,"8","1",11,0,0,0,0,0,0,0
2013,2013-04-30,"11","1",0,0,0,0,0,3,0,0
2013,2013-04-30,"11","2",0,0,0,0,0,0,0,0
2013,2013-04-30,"11","3",0,0,0,0,0,8,0,0
2013,2013-05-16,"19","1",3,1,0,0,0,0,0,0
2013,2013-05-16,"19","2",0,1,0,4,0,0,0,0
2013,2013-05-16,"19","3",0,0,0,9,0,0,0,0
2013,2013-05-29,"20","1",0,3,1,0,0,0,0,0
2013,2013-05-29,"20","2",0,1,0,0,0,0,11,0
2013,2013-05-29,"20","3",0,1,0,0,0,0,3,0
2013,2013-05-08,"22","1",2,17,0,0,0,0,0,0
2013,2013-05-08,"22","2",0,3,0,0,0,0,0,0
2013,2013-05-08,"22","3",0,1,0,0,0,0,0,0
2013,2013-06-28,"25","1",0,1,0,0,0,0,0,0
2013,2013-06-28,"25","2",0,0,0,8,0,0,0,0
2013,2013-06-28,"25","3",2,0,0,6,0,0,0,0
2013,2013-06-28,"26","1",0,0,0,0,0,0,0,0
2013,2013-06-28,"26","2",0,0,0,0,0,0,0,0
2013,2013-06-28,"26","3",0,0,0,0,2,0,0,0
2013,2013-04-12,"29","1",2,0,0,0,0,0,0,0
2013,2013-04-12,"29","2",4,1,0,0,0,0,0,0
2013,2013-04-12,"29","3",5,3,0,0,0,0,0,0
2013,2013-04-12,"30","1",0,0,4,0,0,0,0,0
2013,2013-04-12,"30","2",0,0,2,0,0,0,0,0
2013,2013-04-12,"30","3",0,0,0,0,0,0,0,0
2013,2013-04-12,"32","1",4,1,0,0,0,0,0,0
2013,2013-04-12,"32","2",1,2,0,0,0,0,0,0
2013,2013-04-12,"32","3",0,1,0,0,0,0,0,0
2013,2013-04-30,"107","1",0,0,4,4,0,0,0,0
2013,2013-04-30,"107","2",0,0,0,0,0,0,0,0
2013,2013-04-30,"107","3",0,0,7,3,0,0,0,0
2013,2013-04-30,"119","1",0,0,0,0,0,0,0,0
2013,2013-04-30,"119","2",0,0,0,0,0,0,0,0
2013,2013-04-30,"119","3",0,0,0,0,0,0,0,0
2013,2013-04-30,"142","1",0,3,0,0,0,0,0,0
2013,2013-04-30,"142","2",1,2,0,0,0,0,0,0
2013,2013-04-30,"142","3",1,0,0,0,0,0,0,0
2013,2013-05-02,"340","1",0,0,0,0,0,0,0,0
2013,2013-05-02,"340","2",0,0,0,0,0,0,0,0
2013,2013-05-02,"340","3",0,2,0,0,0,0,0,0
2013,2013-05-10,"354","1",9,5,0,0,0,0,0,0
2013,2013-05-10,"354","2",2,5,0,0,0,0,0,0
2013,2013-05-10,"354","3",4,3,0,0,0,0,0,0
2013,2013-03-26,"357","1",0,0,0,0,0,0,0,0
2013,2013-03-26,"357","2",0,0,1,0,0,0,0,0
2013,2013-03-26,"357","3",1,0,0,0,0,0,0,0
2013,2013-03-20,"363","1",0,1,1,0,0,0,0,0
2013,2013-03-20,"363","2",0,0,0,0,0,0,0,0
2013,2013-03-20,"363","3",0,0,0,0,0,0,0,0
2013,2013-03-26,"370","1",0,0,0,21,0,0,0,0
2013,2013-03-26,"370","2",0,0,1,7,0,0,0,0
2013,2013-03-26,"370","3",0,0,3,0,0,0,0,0
2013,2013-03-06,"379","1",0,0,0,0,0,0,0,0
2013,2013-03-06,"379","2",0,0,0,0,0,0,0,0
2013,2013-03-06,"379","3",0,0,0,0,0,0,0,0
2013,2013-03-06,"381","1",0,0,0,0,0,0,0,0
2013,2013-03-06,"381","2",0,0,0,0,0,0,0,0
2013,2013-03-06,"381","3",3,0,0,0,0,0,0,0
2013,2013-04-05,"394","1",0,0,0,6,0,0,0,0
2013,2013-04-05,"394","2",0,0,0,12,0,0,0,0
2013,2013-04-05,"394","3",0,0,0,2,0,0,0,0
2013,2013-03-26,"402","1",1,0,1,0,0,0,0,0
2013,2013-03-26,"402","2",0,0,4,0,0,0,0,0
2013,2013-03-26,"402","3",0,0,2,0,0,0,0,0
2013,2013-03-26,"406","1",0,0,0,0,0,0,0,0
2013,2013-03-26,"406","2",0,0,0,0,0,0,0,0
2013,2013-03-26,"406","3",0,0,0,0,0,0,0,0
2013,2013-03-05,"409","1",0,0,2,8,0,0,0,0
2013,2013-03-05,"409","2",0,0,10,1,0,0,0,0
2013,2013-03-05,"409","3",0,0,3,1,0,0,0,0
2013,2013-04-05,"422","1",0,0,0,9,0,0,0,0
2013,2013-04-05,"422","2",0,0,1,3,0,0,0,0
2013,2013-04-05,"422","3",0,0,1,4,0,0,0,0
2013,2013-03-15,"450","1",0,0,2,6,0,0,0,0
2013,2013-03-15,"450","2",0,0,2,1,0,0,0,0
2013,2013-03-15,"450","3",0,0,2,2,0,0,0,0
2013,2013-03-15,"457","1",0,2,0,0,0,0,0,0
2013,2013-03-15,"457","2",2,1,0,0,0,0,0,0
2013,2013-03-15,"457","3",0,1,0,0,0,0,0,0
2013,2013-03-15,"458","1",0,0,0,0,0,0,0,0
2013,2013-03-15,"458","2",0,0,0,0,0,0,0,0
2013,2013-03-15,"458","3",0,0,0,0,0,0,0,0
2013,2013-03-15,"462","1",0,0,0,0,0,2,0,0
2013,2013-03-15,"462","2",0,0,0,0,0,0,0,0
2013,2013-03-15,"462","3",0,0,0,0,0,0,0,0
2013,2013-03-13,"463","1",0,0,0,0,0,0,0,0
2013,2013-03-13,"463","2",0,0,0,0,0,0,0,0
2013,2013-03-13,"463","3",0,0,0,0,0,0,0,0
2013,2013-03-12,"469","1",2,3,0,0,0,0,0,0
2013,2013-03-12,"469","2",0,1,0,0,0,0,0,0
2013,2013-03-12,"469","3",0,7,0,0,0,0,0,0
2013,2013-03-12,"470","1",6,9,0,0,0,0,0,0
2013,2013-03-12,"470","2",6,12,0,0,0,0,0,0
2013,2013-03-12,"470","3",2,2,0,0,0,0,0,0
2013,2013-03-12,"471","1",0,0,0,13,0,0,0,0
2013,2013-03-12,"471","2",1,0,0,5,0,0,0,0
2013,2013-03-12,"471","3",3,0,0,8,0,0,0,0
2013,2013-03-15,"472","1",0,0,0,0,0,0,0,0
2013,2013-03-15,"472","2",0,0,0,0,0,0,0,0
2013,2013-03-15,"472","3",0,1,0,0,0,0,0,0
2013,2013-05-22,"481","1",9,0,8,0,0,0,0,0
2013,2013-05-22,"481","2",8,0,4,0,0,0,0,0
2013,2013-05-22,"481","3",10,0,14,1,0,0,0,0
2013,2013-04-05,"487","1",0,0,0,0,0,0,0,0
2013,2013-04-05,"487","2",0,2,0,0,0,0,0,0
2013,2013-04-05,"487","3",0,0,0,0,0,0,0,0
2013,2013-03-20,"489","1",2,5,0,0,0,0,0,0
2013,2013-03-20,"489","2",2,1,0,0,0,0,0,0
2013,2013-03-20,"489","3",0,1,0,0,0,0,0,0
2013,2013-05-10,"491","1",1,0,0,0,0,0,0,0
2013,2013-05-10,"491","2",0,0,0,0,0,0,0,0
2013,2013-05-10,"491","3",0,0,0,0,0,0,0,0
2013,2013-05-08,"493","1",0,2,0,0,0,0,0,0
2013,2013-05-08,"493","2",1,3,0,0,0,0,0,0
2013,2013-05-08,"493","3",0,3,0,0,0,0,0,0
2013,2013-05-08,"499","1",0,0,0,1,0,0,0,0
2013,2013-05-08,"499","2",0,0,0,0,0,0,0,0
2013,2013-05-08,"499","3",0,0,0,5,0,0,0,0
2013,2013-03-05,"503","1",0,0,0,0,0,6,0,0
2013,2013-03-05,"503","2",0,0,0,0,0,3,0,0
2013,2013-03-05,"503","3",0,0,0,0,0,2,0,0
2013,2013-03-05,"505","1",0,0,3,13,0,0,0,0
2013,2013-03-05,"505","2",0,0,0,3,0,0,0,0
2013,2013-03-05,"505","3",0,0,0,1,0,0,0,0
2013,2013-04-09,"506","1",0,0,8,3,0,0,0,0
2013,2013-04-09,"506","2",0,0,5,6,0,0,0,0
2013,2013-04-09,"506","3",0,0,2,2,0,0,0,0
2013,2013-04-09,"507","1",0,0,0,0,0,0,0,0
2013,2013-04-09,"507","2",0,0,0,0,0,0,0,0
2013,2013-04-09,"507","3",0,0,0,0,0,0,0,0
2013,2013-03-22,"508","1",0,0,0,1,0,0,0,0
2013,2013-03-22,"508","2",0,0,0,0,0,0,0,0
2013,2013-03-22,"508","3",0,0,0,0,0,0,0,0
2013,2013-03-22,"509","1",0,0,0,0,0,0,0,0
2013,2013-03-22,"509","2",0,0,0,0,0,0,0,0
2013,2013-03-22,"509","3",0,0,0,0,0,0,0,0
2013,2013-03-13,"510","1",0,0,0,0,0,2,0,0
2013,2013-03-13,"510","2",0,0,0,0,0,0,0,0
2013,2013-03-13,"510","3",0,0,0,0,3,2,0,0
2013,2013-04-10,"511","1",0,0,0,0,0,5,0,0
2013,2013-04-10,"511","2",0,0,0,0,2,2,0,0
2013,2013-04-10,"511","3",3,4,0,0,0,0,0,0
2013,2013-03-12,"512","1",0,0,0,12,0,0,0,0
2013,2013-03-12,"512","2",0,0,1,4,0,0,0,0
2013,2013-03-12,"512","3",0,0,0,1,0,0,0,0
2013,2013-05-01,"515","1",0,0,0,0,0,0,0,0
2013,2013-05-01,"515","2",0,0,0,0,0,0,0,0
2013,2013-05-01,"515","3",0,0,0,0,0,0,0,0
2013,2013-04-12,"535","1",0,0,0,4,0,0,0,0
2013,2013-04-12,"535","2",0,0,0,3,0,0,0,0
2013,2013-04-12,"535","3",0,0,0,2,0,0,0,0
2013,2013-04-30,"718","1",26,3,0,0,0,0,0,0
2013,2013-04-30,"718","2",17,3,0,0,0,0,0,0
2013,2013-04-30,"718","3",10,0,0,0,0,0,0,0
2013,2013-04-29,"719","1",4,1,0,0,0,0,0,0
2013,2013-04-29,"719","2",1,0,0,0,0,0,0,0
2013,2013-04-29,"719","3",9,0,5,0,0,0,0,0
2013,2013-03-26,"728","1",0,0,0,11,0,0,0,0
2013,2013-03-26,"728","2",0,0,0,10,0,0,0,0
2013,2013-03-26,"728","3",0,0,0,8,0,0,0,0
2013,2013-05-08,"731","1",0,0,0,0,0,0,0,0
2013,2013-05-08,"731","2",1,7,0,0,0,0,0,0
2013,2013-05-08,"731","3",0,0,0,0,0,0,0,0
2013,2013-04-29,"733","1",1,0,2,0,0,0,0,0
2013,2013-04-29,"733","2",1,0,4,0,0,0,0,0
2013,2013-04-29,"733","3",14,4,3,4,0,0,0,0
2013,2013-04-29,"734","1",12,4,2,0,0,0,0,0
2013,2013-04-29,"734","2",16,18,0,0,0,0,0,0
2013,2013-04-29,"734","3",14,2,8,6,0,0,0,0
2013,2013-03-20,"736","1",0,0,0,0,0,0,0,0
2013,2013-03-20,"736","2",0,0,0,0,0,0,0,1
2013,2013-03-20,"736","3",0,0,0,0,0,0,1,0
2013,2013-03-20,"737","1",0,0,0,0,0,0,0,0
2013,2013-03-20,"737","2",0,0,0,0,0,0,0,0
2013,2013-03-20,"737","3",0,0,0,0,0,0,0,0
2013,2013-05-06,"741","1",4,0,0,0,0,0,2,0
2013,2013-05-06,"741","2",0,0,0,0,0,0,5,3
2013,2013-05-06,"741","3",0,0,0,0,0,0,7,2
2013,2013-04-24,"744","1",0,0,3,12,0,0,0,0
2013,2013-04-24,"744","2",0,0,0,8,0,0,0,0
2013,2013-04-24,"744","3",0,0,4,6,0,0,0,0
2013,2013-03-26,"745","1",0,0,0,11,0,0,0,0
2013,2013-03-26,"745","2",0,0,0,6,0,0,0,0
2013,2013-03-26,"745","3",0,0,0,11,0,0,0,0
2013,2013-06-03,"747","1",0,4,0,0,0,4,0,0
2013,2013-06-03,"747","2",0,1,0,0,0,4,0,0
2013,2013-06-03,"747","3",0,0,0,0,0,0,0,0
2013,2013-05-10,"748","1",0,0,14,5,0,0,0,0
2013,2013-05-10,"748","2",0,0,9,8,0,0,0,0
2013,2013-05-10,"748","3",3,0,7,1,0,0,0,0
2013,2013-03-26,"749","1",3,0,2,0,0,0,0,0
2013,2013-03-26,"749","2",0,0,0,0,0,0,0,0
2013,2013-03-26,"749","3",3,0,3,0,0,0,0,0
2013,2013-03-26,"751","1",0,0,0,14,0,0,0,0
2013,2013-03-26,"751","2",0,0,0,12,0,0,0,0
2013,2013-03-26,"751","3",0,0,1,14,0,0,0,0
2013,2013-05-22,"753","1",0,14,0,0,0,0,0,0
2013,2013-05-22,"753","2",1,2,0,0,0,0,0,0
2013,2013-05-22,"753","3",3,0,0,0,0,0,0,0
2013,2013-05-02,"800","1",0,0,0,0,0,8,0,0
2013,2013-05-02,"800","2",0,0,0,0,0,3,0,0
2013,2013-05-02,"800","3",0,0,0,0,0,0,0,0
2013,2013-05-08,"801","1",0,0,0,0,11,2,0,0
2013,2013-05-08,"801","2",0,0,0,0,11,1,0,0
2013,2013-05-08,"801","3",1,0,0,0,14,4,0,0
2013,2013-05-01,"802","1",0,0,0,0,0,0,0,0
2013,2013-05-01,"802","2",0,0,0,0,0,0,0,0
2013,2013-05-01,"802","3",0,0,0,0,1,0,0,0
2013,2013-05-01,"803","1",0,0,0,0,0,0,0,0
2013,2013-05-01,"803","2",1,0,0,0,3,0,0,0
2013,2013-05-01,"803","3",1,3,0,0,2,0,0,0
2013,2013-04-29,"804","1",1,0,0,0,0,0,0,0
2013,2013-04-29,"804","2",0,0,0,0,0,0,0,0
2013,2013-04-29,"804","3",0,0,0,0,0,0,0,0
2013,2013-07-17,"805","1",1,0,0,0,0,0,0,0
2013,2013-07-17,"805","2",1,0,0,0,0,0,0,0
2013,2013-07-17,"805","3",0,0,0,0,0,0,0,0
2013,2013-05-02,"806","1",3,0,0,0,3,0,0,0
2013,2013-05-02,"806","2",4,0,0,0,0,0,0,0
2013,2013-05-02,"806","3",3,2,0,0,0,0,0,0
2013,2013-05-28,"807","1",0,21,0,0,0,0,0,0
2013,2013-05-28,"807","2",0,3,0,0,0,0,0,0
2013,2013-05-28,"807","3",0,2,0,0,0,0,0,0
2013,2013-04-23,"810","1",3,9,0,0,0,0,0,0
2013,2013-04-23,"810","2",0,9,0,0,0,0,0,0
2013,2013-04-23,"810","3",0,10,0,0,0,0,0,0
2013,2013-04-30,"811","1",3,0,0,0,0,0,0,0
2013,2013-04-30,"811","2",3,5,0,0,0,0,0,0
2013,2013-04-30,"811","3",4,0,0,0,0,0,0,0
2013,2013-03-05,"812","1",0,0,0,0,0,0,0,0
2013,2013-03-05,"812","2",0,0,0,0,0,0,0,0
2013,2013-03-05,"812","3",0,0,0,0,0,0,0,0
2013,2013-04-05,"813","1",1,0,2,0,0,0,0,0
2013,2013-04-05,"813","2",1,0,3,0,0,0,0,0
2013,2013-04-05,"813","3",1,0,4,0,0,0,0,0
2013,2013-04-05,"814","1",0,0,0,0,0,0,0,0
2013,2013-04-05,"814","2",0,0,0,0,0,0,0,0
2013,2013-04-05,"814","3",0,0,0,0,0,0,0,0
2013,2013-04-05,"815","1",0,0,5,0,0,0,0,0
2013,2013-04-05,"815","2",0,0,1,2,0,0,0,0
2013,2013-04-05,"815","3",0,0,1,3,0,0,0,0
2013,2013-05-02,"816","1",0,0,0,0,0,1,0,0
2013,2013-05-02,"816","2",0,0,0,0,0,0,0,0
2013,2013-05-02,"816","3",0,0,0,0,0,0,0,0
2013,2013-03-13,"901","1",8,8,0,0,0,0,0,0
2013,2013-03-13,"901","2",23,7,0,0,0,0,0,0
2013,2013-03-13,"901","3",4,11,0,0,0,0,0,0
2013,2013-03-13,"902","1",5,7,0,0,0,0,0,0
2013,2013-03-13,"902","2",18,2,0,0,0,0,0,0
2013,2013-03-13,"902","3",15,1,0,0,0,0,0,0
2013,2013-07-17,"903","1",8,1,0,0,0,0,0,0
2013,2013-07-17,"903","2",2,0,0,0,0,0,0,0
2013,2013-07-17,"903","3",0,2,0,0,0,0,0,0
2013,2013-05-28,"905","1",1,2,0,0,0,0,0,0
2013,2013-05-28,"905","2",0,7,0,0,0,0,0,0
2013,2013-05-28,"905","3",0,0,0,2,1,0,0,0
2013,2013-06-14,"906","1",0,0,0,3,0,0,0,0
2013,2013-06-14,"906","2",0,0,0,0,0,0,0,0
2013,2013-06-14,"906","3",0,3,0,0,0,0,0,0
2013,2013-05-07,"907","1",0,1,0,0,0,0,0,0
2013,2013-05-07,"907","2",0,0,0,0,0,0,0,0
2013,2013-05-07,"907","3",0,0,0,1,0,0,0,0
2013,2013-05-02,"908","1",4,8,0,0,0,0,0,0
2013,2013-05-02,"908","2",1,6,0,0,0,0,0,0
2013,2013-05-02,"908","3",0,2,0,0,0,0,0,0
2013,2013-05-07,"909","1",2,5,0,0,0,0,0,0
2013,2013-05-07,"909","2",0,5,0,0,0,0,0,0
2013,2013-05-07,"909","3",0,4,0,0,0,0,0,0
2013,2013-05-07,"910","1",1,12,0,0,0,0,0,0
2013,2013-05-07,"910","2",0,12,0,0,0,0,0,0
2013,2013-05-07,"910","3",3,1,0,0,0,0,0,0
2013,2013-07-03,"911","1",0,2,0,0,0,0,0,0
2013,2013-07-03,"911","2",0,2,0,0,0,0,0,0
2013,2013-07-03,"911","3",0,3,0,0,0,0,0,0
2013,2013-07-03,"912","1",8,0,0,0,0,0,0,0
2013,2013-07-03,"912","2",10,0,0,0,0,0,0,0
2013,2013-07-03,"912","3",4,0,0,0,0,0,0,0
2013,2013-07-03,"913","1",0,4,0,0,0,0,0,0
2013,2013-07-03,"913","2",0,3,0,0,0,0,0,0
2013,2013-07-03,"913","3",0,1,0,0,0,0,0,0
2013,2013-06-03,"914","1",0,0,0,0,0,0,0,0
2013,2013-06-03,"914","2",3,0,0,0,0,0,0,0
2013,2013-06-03,"914","3",2,2,0,0,0,0,0,0
2015,2015-06-22,"1","1",0,1,0,0,0,0,0,0
2015,2015-06-22,"1","2",0,2,0,0,0,0,0,0
2015,2015-06-22,"1","3",0,0,0,0,0,0,0,0
2015,2015-08-21,"2","1",2,8,0,0,0,0,0,0
2015,2015-08-21,"2","2",2,2,0,0,0,0,0,0
2015,2015-08-21,"2","3",0,0,0,0,0,0,0,0
2015,2015-08-21,"3","1",0,0,0,5,0,0,0,0
2015,2015-08-21,"3","3",0,0,0,2,0,0,0,0
2015,2015-08-21,"3","2",0,0,0,0,0,0,0,0
2015,2015-06-22,"4","1",1,4,1,0,0,0,0,0
2015,2015-06-22,"4","2",1,10,0,0,0,0,0,0
2015,2015-06-22,"4","3",2,2,1,0,0,0,0,0
2015,2015-07-16,"5","2",0,0,0,0,0,0,0,0
2015,2015-07-16,"5","3",0,0,0,3,0,0,0,0
2015,2015-07-16,"5","1",0,0,0,0,0,0,0,0
2015,2015-06-22,"6","1",0,34,0,0,0,0,0,0
2015,2015-06-22,"6","2",1,16,0,0,0,0,0,0
2015,2015-06-22,"6","3",2,15,0,0,0,0,0,0
2015,2015-06-22,"7","1",22,4,0,0,0,0,0,0
2015,2015-06-22,"7","3",5,8,0,0,0,0,0,0
2015,2015-06-22,"7","2",12,7,0,0,0,0,0,0
2015,2015-07-30,"8","1",18,0,0,0,0,0,0,0
2015,2015-07-30,"8","2",0,8,0,0,0,0,0,0
2015,2015-07-30,"8","3",0,9,0,0,0,0,0,0
2015,2015-07-20,"11","3",0,0,0,0,0,6,0,0
2015,2015-07-20,"11","1",0,0,0,0,0,3,0,0
2015,2015-07-20,"11","2",0,0,0,0,0,0,0,0
2015,2015-08-03,"12","2",0,0,0,0,0,2,0,0
2015,2015-08-03,"12","3",0,0,0,0,1,2,0,0
2015,2015-08-03,"12","1",0,0,0,0,2,3,0,0
2015,2015-06-29,"15","1",0,0,0,8,0,0,0,0
2015,2015-06-29,"15","2",0,0,7,15,0,0,0,0
2015,2015-06-29,"15","3",0,0,2,1,0,0,0,0
2015,2015-06-29,"17","1",1,1,0,0,0,0,0,0
2015,2015-06-29,"17","2",4,2,1,0,0,0,0,0
2015,2015-06-29,"17","3",7,0,0,0,2,2,0,0
2015,2015-06-23,"18","1",0,0,0,0,0,0,0,0
2015,2015-06-23,"18","2",6,0,0,0,0,0,0,0
2015,2015-06-23,"18","3",2,0,0,0,0,0,0,0
2015,2015-06-22,"19","1",3,0,0,0,0,0,0,0
2015,2015-06-22,"19","2",0,3,0,0,0,0,0,0
2015,2015-06-22,"19","3",0,9,0,0,0,0,0,0
2015,2015-06-23,"20","1",0,1,0,0,0,0,0,0
2015,2015-06-23,"20","2",0,1,0,0,0,0,9,0
2015,2015-06-23,"20","3",0,0,0,0,0,0,2,2
2015,2015-08-04,"21","1",0,0,11,0,0,0,0,0
2015,2015-08-04,"21","2",0,0,6,3,0,0,0,0
2015,2015-08-04,"21","3",0,0,8,3,0,0,0,0
2015,2015-08-04,"22","1",1,16,0,0,0,0,0,0
2015,2015-08-04,"22","2",0,1,0,0,0,0,0,0
2015,2015-08-04,"22","3",0,0,0,0,0,0,0,0
2015,2015-07-29,"25","1",1,0,0,0,0,0,0,0
2015,2015-07-29,"25","2",0,0,0,6,0,0,0,0
2015,2015-07-29,"25","3",3,0,0,4,0,0,0,0
2015,2015-07-29,"26","1",0,0,0,0,0,0,0,0
2015,2015-07-29,"26","2",0,0,0,0,0,0,0,0
2015,2015-07-29,"26","3",0,0,0,0,4,0,0,0
2015,2015-06-11,"27","1",0,0,5,0,0,0,0,0
2015,2015-06-11,"27","2",0,0,4,6,0,0,0,0
2015,2015-06-11,"27","3",0,0,13,2,0,0,0,0
2015,2015-08-18,"28","1",5,4,0,0,0,0,0,0
2015,2015-08-18,"28","2",1,0,0,0,0,0,0,0
2015,2015-08-18,"28","3",4,1,0,0,0,0,0,0
2015,2015-06-11,"29","1",1,0,0,0,0,0,0,0
2015,2015-06-11,"29","2",3,1,0,0,0,0,0,0
2015,2015-06-11,"29","3",4,1,0,0,0,0,0,0
2015,2015-08-18,"30","3",0,0,0,0,0,0,0,0
2015,2015-08-18,"30","1",0,0,3,1,0,0,0,0
2015,2015-08-18,"30","2",0,0,2,0,0,0,0,0
2015,2015-06-11,"31","1",7,4,3,0,0,0,0,0
2015,2015-06-11,"31","2",1,1,4,0,0,0,0,0
2015,2015-06-11,"31","3",0,0,17,1,0,0,0,0
2015,2015-06-11,"32","1",2,0,0,0,0,0,0,0
2015,2015-06-11,"32","2",1,0,0,0,0,0,0,0
2015,2015-06-11,"32","3",0,0,0,0,0,0,0,0
2015,2015-08-07,"100","1",2,0,4,3,0,0,0,0
2015,2015-08-07,"100","2",4,0,1,2,0,0,0,0
2015,2015-08-07,"100","3",3,8,0,0,0,0,0,0
2015,2015-02-09,"101","1",0,1,0,0,0,0,0,0
2015,2015-02-09,"101","2",0,3,0,0,0,1,0,0
2015,2015-02-09,"101","3",1,3,0,0,0,0,0,0
2015,2015-08-18,"105","1",0,0,0,0,0,0,0,0
2015,2015-08-18,"105","2",3,0,0,0,0,0,0,0
2015,2015-08-18,"105","3",4,2,0,0,0,0,0,0
2015,2015-05-26,"107","1",0,0,3,2,0,0,0,0
2015,2015-05-26,"107","2",0,0,0,0,0,0,0,0
2015,2015-05-26,"107","3",0,0,3,2,0,0,0,0
2015,2015-08-25,"110","1",1,0,8,0,0,0,0,0
2015,2015-08-25,"110","2",0,0,9,3,0,0,0,0
2015,2015-08-25,"110","3",0,0,5,1,0,0,0,0
2015,2015-08-07,"111","1",3,0,5,2,0,0,0,0
2015,2015-08-07,"111","2",4,4,4,0,0,0,0,0
2015,2015-08-07,"111","3",0,0,0,0,0,0,0,0
2015,2015-08-07,"112","1",1,0,2,4,0,0,0,0
2015,2015-08-07,"112","2",0,0,7,1,0,0,0,0
2015,2015-08-07,"112","3",0,0,4,0,0,0,0,0
2015,2015-05-26,"119","1",0,0,0,0,0,0,0,0
2015,2015-05-26,"119","2",0,0,0,0,0,0,0,0
2015,2015-05-26,"119","3",0,0,0,0,0,0,0,0
2015,2015-08-25,"120","1",6,4,2,0,0,0,0,0
2015,2015-08-25,"120","2",5,4,1,1,0,0,0,0
2015,2015-08-25,"120","3",3,3,1,0,0,0,0,0
2015,2015-08-11,"121","1",0,4,0,0,0,0,0,0
2015,2015-08-11,"121","2",3,0,0,0,0,0,0,0
2015,2015-08-11,"121","3",0,0,0,0,0,0,0,0
2015,2015-05-11,"126","1",1,5,0,0,0,0,0,0
2015,2015-05-11,"126","2",2,7,0,0,0,0,0,0
2015,2015-05-11,"126","3",1,0,0,0,0,0,0,0
2015,2015-08-19,"129","1",5,7,0,0,0,0,0,0
2015,2015-08-19,"129","2",2,1,0,0,0,0,0,0
2015,2015-08-19,"129","3",3,3,0,0,0,0,0,0
2015,2015-07-21,"136","1",0,0,0,0,0,0,5,2
2015,2015-07-21,"136","2",0,0,0,0,0,0,1,1
2015,2015-07-21,"136","3",0,0,0,0,0,0,0,3
2015,2015-07-21,"139","1",0,0,0,0,4,3,0,0
2015,2015-07-21,"139","2",0,0,0,0,1,3,0,0
2015,2015-07-21,"139","3",2,7,0,0,0,0,0,0
2015,2015-07-20,"142","1",0,2,0,0,0,0,0,0
2015,2015-07-20,"142","2",1,1,0,0,0,0,0,0
2015,2015-07-20,"142","3",0,0,0,0,0,0,0,0
2015,2015-05-22,"172","1",17,1,0,0,0,0,0,0
2015,2015-05-22,"172","2",0,0,0,0,0,0,0,0
2015,2015-05-22,"172","3",4,0,0,0,0,0,0,0
